# lba,c,h,s
142834,139,0,249
142836,139,0,250
142838,139,0,251
142900,139,0,282
142902,139,0,283
142904,139,0,284
142906,139,0,285
142908,139,0,286
142912,139,0,288
143732,140,0,186
143734,140,0,187
143736,140,0,188
143738,140,0,189
143740,140,0,190
143754,140,0,197
143756,140,0,198
143758,140,0,199
143760,140,0,200
143762,140,0,201
143764,140,0,202
143766,140,0,203
143768,140,0,204
143770,140,0,205
143772,140,0,206
143776,140,0,208
143780,140,0,210
143782,140,0,211
143828,140,0,234
143848,140,0,244
143850,140,0,245
143860,140,0,250
143862,140,0,251
144488,141,0,52
144760,141,0,188
144762,141,0,189
144768,141,0,192
144770,141,0,193
144778,141,0,197
144780,141,0,198
144782,141,0,199
144784,141,0,200
144786,141,0,201
144788,141,0,202
144790,141,0,203
144792,141,0,204
144794,141,0,205
144796,141,0,206
144798,141,0,207
144800,141,0,208
144806,141,0,211
144808,141,0,212
144810,141,0,213
144874,141,0,245
144876,141,0,246
144880,141,0,248
144884,141,0,250
145744,142,0,168
145746,142,0,169
145782,142,0,187
145784,142,0,188
145786,142,0,189
145788,142,0,190
145790,142,0,191
145792,142,0,192
145794,142,0,193
145798,142,0,195
145804,142,0,198
145806,142,0,199
145808,142,0,200
145810,142,0,201
145812,142,0,202
145814,142,0,203
145816,142,0,204
145820,142,0,206
145822,142,0,207
145824,142,0,208
145826,142,0,209
145828,142,0,210
145884,142,0,238
145886,142,0,239
145888,142,0,240
145890,142,0,241
145900,142,0,246
145904,142,0,248
145906,142,0,249
145908,142,0,250
145972,142,0,282
145974,142,0,283
146790,143,0,179
146804,143,0,186
146806,143,0,187
146808,143,0,188
146810,143,0,189
146812,143,0,190
146814,143,0,191
146816,143,0,192
146818,143,0,193
146822,143,0,195
146824,143,0,196
146826,143,0,197
146828,143,0,198
146830,143,0,199
146832,143,0,200
146834,143,0,201
146836,143,0,202
146838,143,0,203
146840,143,0,204
146844,143,0,206
146846,143,0,207
146848,143,0,208
146850,143,0,209
146854,143,0,211
146924,143,0,246
146926,143,0,247
146928,143,0,248
146930,143,0,249
146932,143,0,250
146964,143,0,266
146966,143,0,267
146968,143,0,268
146970,143,0,269
146972,143,0,270
147014,143,0,291
147790,144,0,167
147792,144,0,168
147812,144,0,178
147814,144,0,179
147818,144,0,181
147820,144,0,182
147824,144,0,184
147826,144,0,185
147828,144,0,186
147830,144,0,187
147832,144,0,188
147834,144,0,189
147836,144,0,190
147838,144,0,191
147840,144,0,192
147842,144,0,193
147846,144,0,195
147850,144,0,197
147856,144,0,200
147858,144,0,201
147860,144,0,202
147862,144,0,203
147864,144,0,204
147882,144,0,213
147884,144,0,214
147886,144,0,215
147888,144,0,216
147890,144,0,217
147892,144,0,218
147894,144,0,219
147916,144,0,230
147918,144,0,231
147920,144,0,232
147922,144,0,233
147930,144,0,237
147932,144,0,238
147934,144,0,239
147936,144,0,240
147938,144,0,241
147940,144,0,242
147942,144,0,243
147950,144,0,247
147952,144,0,248
147954,144,0,249
147972,144,0,258
147976,144,0,260
148000,144,0,272
148006,144,0,275
148008,144,0,276
148010,144,0,277
148012,144,0,278
148016,144,0,280
148018,144,0,281
148080,144,0,312
148862,145,0,191
148864,145,0,192
148966,145,0,243
148968,145,0,244
148970,145,0,245
148972,145,0,246
148974,145,0,247
148976,145,0,248
148978,145,0,249
149816,146,0,156
149818,146,0,157
149820,146,0,158
149822,146,0,159
149824,146,0,160
149858,146,0,177
149860,146,0,178
149862,146,0,179
149864,146,0,180
149872,146,0,184
149874,146,0,185
149876,146,0,186
149882,146,0,189
149884,146,0,190
149886,146,0,191
149888,146,0,192
149890,146,0,193
149896,146,0,196
149898,146,0,197
149906,146,0,201
149998,146,0,247
150000,146,0,248
150002,146,0,249
150006,146,0,251
150008,146,0,252
150114,146,0,305
150142,146,0,319
150862,147,0,167
150864,147,0,168
150894,147,0,183
150896,147,0,184
150898,147,0,185
150900,147,0,186
150906,147,0,189
150908,147,0,190
150910,147,0,191
150912,147,0,192
150914,147,0,193
150916,147,0,194
150918,147,0,195
150920,147,0,196
150924,147,0,198
150928,147,0,200
150932,147,0,202
150934,147,0,203
150936,147,0,204
150938,147,0,205
151016,147,0,244
151018,147,0,245
151020,147,0,246
151022,147,0,247
151024,147,0,248
151026,147,0,249
151028,147,0,250
151030,147,0,251
151032,147,0,252
151034,147,0,253
151036,147,0,254
151080,147,0,276
151856,148,0,152
151882,148,0,165
151884,148,0,166
151898,148,0,173
151916,148,0,182
151918,148,0,183
151920,148,0,184
151922,148,0,185
151924,148,0,186
151930,148,0,189
151932,148,0,190
151934,148,0,191
151936,148,0,192
151938,148,0,193
151940,148,0,194
151942,148,0,195
151944,148,0,196
151948,148,0,198
151950,148,0,199
151954,148,0,201
151958,148,0,203
151960,148,0,204
151978,148,0,213
151982,148,0,215
152014,148,0,231
152016,148,0,232
152018,148,0,233
152044,148,0,246
152046,148,0,247
152048,148,0,248
152054,148,0,251
152060,148,0,254
152062,148,0,255
152064,148,0,256
152066,148,0,257
152116,148,0,282
152118,148,0,283
152122,148,0,285
152138,148,0,293
152144,148,0,296
152146,148,0,297
152148,148,0,298
152154,148,0,301
152156,148,0,302
152966,149,0,195
152968,149,0,196
153010,149,0,217
153052,149,0,238
153054,149,0,239
153056,149,0,240
153058,149,0,241
153060,149,0,242
153062,149,0,243
153064,149,0,244
153066,149,0,245
153068,149,0,246
153070,149,0,247
153072,149,0,248
153074,149,0,249
153076,149,0,250
153078,149,0,251
153080,149,0,252
153082,149,0,253
153084,149,0,254
153086,149,0,255
153090,149,0,257
153092,149,0,258
153102,149,0,263
153110,149,0,267
153126,149,0,275
153146,149,0,285
153148,149,0,286
153150,149,0,287
153992,150,0,196
154092,150,0,246
154094,150,0,247
154096,150,0,248
154104,150,0,252
154106,150,0,253
154118,150,0,259
154120,150,0,260
154122,150,0,261
154126,150,0,263
154150,150,0,275
154174,150,0,287
154190,150,0,295
155032,151,0,204
155100,151,0,238
155102,151,0,239
155104,151,0,240
155106,151,0,241
155108,151,0,242
155110,151,0,243
155112,151,0,244
155114,151,0,245
155116,151,0,246
155118,151,0,247
155120,151,0,248
155122,151,0,249
155124,151,0,250
155126,151,0,251
155128,151,0,252
155130,151,0,253
155132,151,0,254
155138,151,0,257
155140,151,0,258
155142,151,0,259
155146,151,0,261
155148,151,0,262
155172,151,0,274
155174,151,0,275
155200,151,0,288
155202,151,0,289
155206,151,0,291
155248,151,0,312
155250,151,0,313
155252,151,0,314
155290,151,0,333
155292,151,0,334
155294,151,0,335
156002,152,0,177
156064,152,0,208
156066,152,0,209
156068,152,0,210
156090,152,0,221
156092,152,0,222
156094,152,0,223
156136,152,0,244
156138,152,0,245
156140,152,0,246
156142,152,0,247
156144,152,0,248
156148,152,0,250
156150,152,0,251
156152,152,0,252
156154,152,0,253
156156,152,0,254
156158,152,0,255
156162,152,0,257
156164,152,0,258
156172,152,0,262
156174,152,0,263
156176,152,0,264
156196,152,0,274
156198,152,0,275
156208,152,0,280
156210,152,0,281
156212,152,0,282
156214,152,0,283
156216,152,0,284
156218,152,0,285
156220,152,0,286
156222,152,0,287
156226,152,0,289
156228,152,0,290
156230,152,0,291
156232,152,0,292
156234,152,0,293
156256,152,0,304
157078,153,0,203
157080,153,0,204
157082,153,0,205
157084,153,0,206
157086,153,0,207
157144,153,0,236
157146,153,0,237
157148,153,0,238
157150,153,0,239
157152,153,0,240
157154,153,0,241
157156,153,0,242
157160,153,0,244
157162,153,0,245
157164,153,0,246
157166,153,0,247
157170,153,0,249
157172,153,0,250
157174,153,0,251
157176,153,0,252
157178,153,0,253
157180,153,0,254
157182,153,0,255
157184,153,0,256
157186,153,0,257
157188,153,0,258
157190,153,0,259
157192,153,0,260
157196,153,0,262
157202,153,0,265
157204,153,0,266
157220,153,0,274
157230,153,0,279
157234,153,0,281
157236,153,0,282
157238,153,0,283
157240,153,0,284
157242,153,0,285
157252,153,0,290
157254,153,0,291
157260,153,0,294
157306,153,0,317
157412,153,0,370
157414,153,0,371
158128,154,0,216
158146,154,0,225
158180,154,0,242
158182,154,0,243
158184,154,0,244
158186,154,0,245
158188,154,0,246
158192,154,0,248
158194,154,0,249
158196,154,0,250
158198,154,0,251
158200,154,0,252
158202,154,0,253
158204,154,0,254
158206,154,0,255
158208,154,0,256
158210,154,0,257
158212,154,0,258
158214,154,0,259
158216,154,0,260
158220,154,0,262
158222,154,0,263
158224,154,0,264
158228,154,0,266
158230,154,0,267
158232,154,0,268
158234,154,0,269
158244,154,0,274
158246,154,0,275
158250,154,0,277
158254,154,0,279
158260,154,0,282
158262,154,0,283
158264,154,0,284
158266,154,0,285
158268,154,0,286
158270,154,0,287
158272,154,0,288
158274,154,0,289
158276,154,0,290
158278,154,0,291
158282,154,0,293
158430,154,0,367
159112,155,0,196
159114,155,0,197
159116,155,0,198
159120,155,0,200
159208,155,0,244
159212,155,0,246
159216,155,0,248
159218,155,0,249
159220,155,0,250
159228,155,0,254
159230,155,0,255
159232,155,0,256
159234,155,0,257
159246,155,0,263
159252,155,0,266
159260,155,0,270
159268,155,0,274
159270,155,0,275
159274,155,0,277
159278,155,0,279
159280,155,0,280
159282,155,0,281
159286,155,0,283
159288,155,0,284
159290,155,0,285
159292,155,0,286
159294,155,0,287
159298,155,0,289
159300,155,0,290
159302,155,0,291
159304,155,0,292
159306,155,0,293
159336,155,0,308
159358,155,0,319
159422,155,0,351
159424,155,0,352
159426,155,0,353
159446,155,0,363
159448,155,0,364
159450,155,0,365
159480,155,0,380
159494,155,0,387
160232,156,0,244
160240,156,0,248
160242,156,0,249
160244,156,0,250
160248,156,0,252
160250,156,0,253
160252,156,0,254
160256,156,0,256
160258,156,0,257
160260,156,0,258
160262,156,0,259
160264,156,0,260
160266,156,0,261
160280,156,0,268
160286,156,0,271
160288,156,0,272
160290,156,0,273
160292,156,0,274
160294,156,0,275
160302,156,0,279
160304,156,0,280
160306,156,0,281
160308,156,0,282
160314,156,0,285
160330,156,0,293
160332,156,0,294
160334,156,0,295
160338,156,0,297
160554,156,0,405
161180,157,0,206
161184,157,0,208
161188,157,0,210
161190,157,0,211
161192,157,0,212
161194,157,0,213
161196,157,0,214
161198,157,0,215
161200,157,0,216
161202,157,0,217
161204,157,0,218
161206,157,0,219
161208,157,0,220
161210,157,0,221
161212,157,0,222
161214,157,0,223
161216,157,0,224
161218,157,0,225
161220,157,0,226
161222,157,0,227
161230,157,0,231
161232,157,0,232
161234,157,0,233
161240,157,0,236
161242,157,0,237
161250,157,0,241
161254,157,0,243
161256,157,0,244
161260,157,0,246
161262,157,0,247
161264,157,0,248
161270,157,0,251
161272,157,0,252
161274,157,0,253
161276,157,0,254
161280,157,0,256
161282,157,0,257
161284,157,0,258
161290,157,0,261
161292,157,0,262
161294,157,0,263
161296,157,0,264
161298,157,0,265
161300,157,0,266
161302,157,0,267
161304,157,0,268
161306,157,0,269
161310,157,0,271
161312,157,0,272
161314,157,0,273
161316,157,0,274
161318,157,0,275
161320,157,0,276
161328,157,0,280
161330,157,0,281
161332,157,0,282
161334,157,0,283
161336,157,0,284
161338,157,0,285
161360,157,0,296
161362,157,0,297
161380,157,0,306
161384,157,0,308
161386,157,0,309
162202,158,0,205
162204,158,0,206
162206,158,0,207
162208,158,0,208
162210,158,0,209
162212,158,0,210
162214,158,0,211
162218,158,0,213
162220,158,0,214
162222,158,0,215
162224,158,0,216
162226,158,0,217
162228,158,0,218
162230,158,0,219
162232,158,0,220
162234,158,0,221
162236,158,0,222
162238,158,0,223
162240,158,0,224
162242,158,0,225
162244,158,0,226
162246,158,0,227
162248,158,0,228
162250,158,0,229
162252,158,0,230
162254,158,0,231
162256,158,0,232
162258,158,0,233
162266,158,0,237
162268,158,0,238
162270,158,0,239
162272,158,0,240
162274,158,0,241
162276,158,0,242
162278,158,0,243
162280,158,0,244
162284,158,0,246
162292,158,0,250
162294,158,0,251
162296,158,0,252
162298,158,0,253
162300,158,0,254
162304,158,0,256
162306,158,0,257
162310,158,0,259
162312,158,0,260
162326,158,0,267
162334,158,0,271
162336,158,0,272
162338,158,0,273
162342,158,0,275
162344,158,0,276
162346,158,0,277
162348,158,0,278
162358,158,0,283
162360,158,0,284
162362,158,0,285
162368,158,0,288
162370,158,0,289
162372,158,0,290
162378,158,0,293
162384,158,0,296
162386,158,0,297
162410,158,0,309
162412,158,0,310
162414,158,0,311
162416,158,0,312
162532,158,0,370
162534,158,0,371
162538,158,0,373
162540,158,0,374
163224,159,0,204
163226,159,0,205
163228,159,0,206
163230,159,0,207
163232,159,0,208
163234,159,0,209
163236,159,0,210
163238,159,0,211
163244,159,0,214
163246,159,0,215
163248,159,0,216
163250,159,0,217
163252,159,0,218
163254,159,0,219
163256,159,0,220
163258,159,0,221
163260,159,0,222
163262,159,0,223
163264,159,0,224
163266,159,0,225
163268,159,0,226
163270,159,0,227
163272,159,0,228
163274,159,0,229
163276,159,0,230
163278,159,0,231
163280,159,0,232
163286,159,0,235
163290,159,0,237
163292,159,0,238
163294,159,0,239
163296,159,0,240
163298,159,0,241
163302,159,0,243
163304,159,0,244
163306,159,0,245
163312,159,0,248
163314,159,0,249
163316,159,0,250
163318,159,0,251
163320,159,0,252
163322,159,0,253
163324,159,0,254
163328,159,0,256
163330,159,0,257
163332,159,0,258
163336,159,0,260
163338,159,0,261
163340,159,0,262
163358,159,0,271
163360,159,0,272
163362,159,0,273
163366,159,0,275
163368,159,0,276
163374,159,0,279
163376,159,0,280
163378,159,0,281
163380,159,0,282
163382,159,0,283
163384,159,0,284
163388,159,0,286
163392,159,0,288
163400,159,0,292
163408,159,0,296
163410,159,0,297
163412,159,0,298
163414,159,0,299
163416,159,0,300
163418,159,0,301
163420,159,0,302
163424,159,0,304
163428,159,0,306
163430,159,0,307
163432,159,0,308
163434,159,0,309
163504,159,0,344
163514,159,0,349
163516,159,0,350
163518,159,0,351
163520,159,0,352
163522,159,0,353
163524,159,0,354
163546,159,0,365
163548,159,0,366
163550,159,0,367
163554,159,0,369
163556,159,0,370
163570,159,0,377
163572,159,0,378
163576,159,0,380
164300,160,0,230
164302,160,0,231
164326,160,0,243
164336,160,0,248
164338,160,0,249
164340,160,0,250
164354,160,0,257
164356,160,0,258
164358,160,0,259
164364,160,0,262
164366,160,0,263
164372,160,0,266
164374,160,0,267
164380,160,0,270
164382,160,0,271
164384,160,0,272
164392,160,0,276
164398,160,0,279
164400,160,0,280
164402,160,0,281
164404,160,0,282
164406,160,0,283
164408,160,0,284
164410,160,0,285
164412,160,0,286
164414,160,0,287
164416,160,0,288
164418,160,0,289
164420,160,0,290
164422,160,0,291
164424,160,0,292
164426,160,0,293
164428,160,0,294
164430,160,0,295
164432,160,0,296
164434,160,0,297
164436,160,0,298
164438,160,0,299
164440,160,0,300
164442,160,0,301
164444,160,0,302
164446,160,0,303
164448,160,0,304
164450,160,0,305
164452,160,0,306
164454,160,0,307
164456,160,0,308
164458,160,0,309
164464,160,0,312
164506,160,0,333
164508,160,0,334
164600,160,0,380
164602,160,0,381
164604,160,0,382
164606,160,0,383
164618,160,0,389
164620,160,0,390
165200,161,0,168
165292,161,0,214
165294,161,0,215
165296,161,0,216
165298,161,0,217
165346,161,0,241
165350,161,0,243
165378,161,0,257
165380,161,0,258
165386,161,0,261
165388,161,0,262
165390,161,0,263
165392,161,0,264
165396,161,0,266
165398,161,0,267
165404,161,0,270
165406,161,0,271
165408,161,0,272
165410,161,0,273
165424,161,0,280
165426,161,0,281
165428,161,0,282
165430,161,0,283
165432,161,0,284
165434,161,0,285
165436,161,0,286
165440,161,0,288
165454,161,0,295
165456,161,0,296
165458,161,0,297
165460,161,0,298
165462,161,0,299
165464,161,0,300
165466,161,0,301
165468,161,0,302
165476,161,0,306
165478,161,0,307
165480,161,0,308
165482,161,0,309
165484,161,0,310
165486,161,0,311
165488,161,0,312
165490,161,0,313
165492,161,0,314
165494,161,0,315
165496,161,0,316
165498,161,0,317
165502,161,0,319
165506,161,0,321
165510,161,0,323
165512,161,0,324
165538,161,0,337
165540,161,0,338
165542,161,0,339
165544,161,0,340
165624,161,0,380
166312,162,0,212
166314,162,0,213
166330,162,0,221
166332,162,0,222
166334,162,0,223
166336,162,0,224
166338,162,0,225
166392,162,0,252
166394,162,0,253
166400,162,0,256
166402,162,0,257
166408,162,0,260
166410,162,0,261
166412,162,0,262
166416,162,0,264
166418,162,0,265
166420,162,0,266
166422,162,0,267
166428,162,0,270
166430,162,0,271
166432,162,0,272
166434,162,0,273
166438,162,0,275
166440,162,0,276
166442,162,0,277
166450,162,0,281
166452,162,0,282
166454,162,0,283
166456,162,0,284
166460,162,0,286
166462,162,0,287
166464,162,0,288
166466,162,0,289
166468,162,0,290
166470,162,0,291
166478,162,0,295
166480,162,0,296
166482,162,0,297
166484,162,0,298
166488,162,0,300
166490,162,0,301
166492,162,0,302
166494,162,0,303
166498,162,0,305
166502,162,0,307
166504,162,0,308
166506,162,0,309
166508,162,0,310
166510,162,0,311
166514,162,0,313
166518,162,0,315
166520,162,0,316
166522,162,0,317
166526,162,0,319
166660,162,0,386
167306,163,0,197
167308,163,0,198
167408,163,0,248
167410,163,0,249
167412,163,0,250
167414,163,0,251
167420,163,0,254
167422,163,0,255
167424,163,0,256
167426,163,0,257
167430,163,0,259
167432,163,0,260
167434,163,0,261
167436,163,0,262
167438,163,0,263
167440,163,0,264
167442,163,0,265
167444,163,0,266
167452,163,0,270
167454,163,0,271
167458,163,0,273
167462,163,0,275
167464,163,0,276
167466,163,0,277
167470,163,0,279
167472,163,0,280
167474,163,0,281
167476,163,0,282
167478,163,0,283
167480,163,0,284
167490,163,0,289
167492,163,0,290
167502,163,0,295
167504,163,0,296
167506,163,0,297
167508,163,0,298
167512,163,0,300
167514,163,0,301
167518,163,0,303
167520,163,0,304
167522,163,0,305
167528,163,0,308
167530,163,0,309
167532,163,0,310
167534,163,0,311
167536,163,0,312
167542,163,0,315
167544,163,0,316
167546,163,0,317
167602,163,0,345
167604,163,0,346
167636,163,0,362
167638,163,0,363
167640,163,0,364
167676,163,0,382
167678,163,0,383
167680,163,0,384
167682,163,0,385
167684,163,0,386
167686,163,0,387
167688,163,0,388
167696,163,0,392
167702,163,0,395
167704,163,0,396
167706,163,0,397
168316,164,0,190
168318,164,0,191
168320,164,0,192
168322,164,0,193
168410,164,0,237
168412,164,0,238
168416,164,0,240
168436,164,0,250
168438,164,0,251
168440,164,0,252
168442,164,0,253
168444,164,0,254
168448,164,0,256
168450,164,0,257
168454,164,0,259
168456,164,0,260
168458,164,0,261
168460,164,0,262
168464,164,0,264
168468,164,0,266
168476,164,0,270
168478,164,0,271
168482,164,0,273
168486,164,0,275
168488,164,0,276
168490,164,0,277
168494,164,0,279
168496,164,0,280
168498,164,0,281
168500,164,0,282
168502,164,0,283
168504,164,0,284
168508,164,0,286
168512,164,0,288
168516,164,0,290
168518,164,0,291
168520,164,0,292
168522,164,0,293
168526,164,0,295
168528,164,0,296
168532,164,0,298
168534,164,0,299
168536,164,0,300
168540,164,0,302
168542,164,0,303
168544,164,0,304
168546,164,0,305
168548,164,0,306
168550,164,0,307
168552,164,0,308
168554,164,0,309
168556,164,0,310
168560,164,0,312
168566,164,0,315
168568,164,0,316
168570,164,0,317
168574,164,0,319
168576,164,0,320
168612,164,0,338
168614,164,0,339
168616,164,0,340
169356,165,0,198
169360,165,0,200
169460,165,0,250
169472,165,0,256
169474,165,0,257
169478,165,0,259
169480,165,0,260
169482,165,0,261
169484,165,0,262
169486,165,0,263
169498,165,0,269
169500,165,0,270
169502,165,0,271
169504,165,0,272
169506,165,0,273
169508,165,0,274
169510,165,0,275
169512,165,0,276
169514,165,0,277
169518,165,0,279
169520,165,0,280
169522,165,0,281
169524,165,0,282
169526,165,0,283
169528,165,0,284
169540,165,0,290
169542,165,0,291
169544,165,0,292
169546,165,0,293
169550,165,0,295
169552,165,0,296
169560,165,0,300
169562,165,0,301
169566,165,0,303
169568,165,0,304
169570,165,0,305
169572,165,0,306
169574,165,0,307
169576,165,0,308
169578,165,0,309
169584,165,0,312
169586,165,0,313
169588,165,0,314
169590,165,0,315
169592,165,0,316
169598,165,0,319
169600,165,0,320
169674,165,0,357
169678,165,0,359
169680,165,0,360
169736,165,0,388
169738,165,0,389
169740,165,0,390
169742,165,0,391
169744,165,0,392
169746,165,0,393
170198,166,0,107
170496,166,0,256
170504,166,0,260
170524,166,0,270
170526,166,0,271
170528,166,0,272
170530,166,0,273
170532,166,0,274
170534,166,0,275
170536,166,0,276
170538,166,0,277
170540,166,0,278
170542,166,0,279
170544,166,0,280
170546,166,0,281
170548,166,0,282
170550,166,0,283
170552,166,0,284
170562,166,0,289
170564,166,0,290
170566,166,0,291
170568,166,0,292
170570,166,0,293
170572,166,0,294
170574,166,0,295
170578,166,0,297
170586,166,0,301
170588,166,0,302
170590,166,0,303
170592,166,0,304
170594,166,0,305
170596,166,0,306
170598,166,0,307
170600,166,0,308
170602,166,0,309
170604,166,0,310
170606,166,0,311
170608,166,0,312
170610,166,0,313
170612,166,0,314
170614,166,0,315
170616,166,0,316
170622,166,0,319
170624,166,0,320
170628,166,0,322
170724,166,0,370
170726,166,0,371
170730,166,0,373
170732,166,0,374
170734,166,0,375
170744,166,0,380
170746,166,0,381
170748,166,0,382
170750,166,0,383
171536,167,0,264
171538,167,0,265
171540,167,0,266
171542,167,0,267
171546,167,0,269
171554,167,0,273
171556,167,0,274
171558,167,0,275
171560,167,0,276
171562,167,0,277
171564,167,0,278
171566,167,0,279
171568,167,0,280
171570,167,0,281
171572,167,0,282
171574,167,0,283
171596,167,0,294
171598,167,0,295
171600,167,0,296
171602,167,0,297
171610,167,0,301
171612,167,0,302
171614,167,0,303
171616,167,0,304
171618,167,0,305
171620,167,0,306
171622,167,0,307
171626,167,0,309
171630,167,0,311
171636,167,0,314
171638,167,0,315
171640,167,0,316
171642,167,0,317
171646,167,0,319
171648,167,0,320
171652,167,0,322
171654,167,0,323
171656,167,0,324
171658,167,0,325
171660,167,0,326
171666,167,0,329
171668,167,0,330
171670,167,0,331
171754,167,0,373
171756,167,0,374
171758,167,0,375
171760,167,0,376
171788,167,0,390
171790,167,0,391
171792,167,0,392
171794,167,0,393
172506,168,0,237
172508,168,0,238
172510,168,0,239
172512,168,0,240
172516,168,0,242
172540,168,0,254
172542,168,0,255
172544,168,0,256
172546,168,0,257
172548,168,0,258
172550,168,0,259
172554,168,0,261
172556,168,0,262
172558,168,0,263
172560,168,0,264
172596,168,0,282
172598,168,0,283
172600,168,0,284
172604,168,0,286
172608,168,0,288
172610,168,0,289
172612,168,0,290
172614,168,0,291
172616,168,0,292
172620,168,0,294
172622,168,0,295
172624,168,0,296
172626,168,0,297
172628,168,0,298
172640,168,0,304
172642,168,0,305
172644,168,0,306
172656,168,0,312
172658,168,0,313
172660,168,0,314
172662,168,0,315
172666,168,0,317
172670,168,0,319
172672,168,0,320
172674,168,0,321
172678,168,0,323
172680,168,0,324
172682,168,0,325
172684,168,0,326
172688,168,0,328
172690,168,0,329
172692,168,0,330
172694,168,0,331
172696,168,0,332
172698,168,0,333
172702,168,0,335
172704,168,0,336
172708,168,0,338
172710,168,0,339
172712,168,0,340
172714,168,0,341
172760,168,0,364
172764,168,0,366
172766,168,0,367
172768,168,0,368
172774,168,0,371
172778,168,0,373
172780,168,0,374
172782,168,0,375
172784,168,0,376
172786,168,0,377
172788,168,0,378
172790,168,0,379
172792,168,0,380
172794,168,0,381
172796,168,0,382
172798,168,0,383
172802,168,0,385
173446,169,0,195
173462,169,0,203
173588,169,0,266
173592,169,0,268
173620,169,0,282
173628,169,0,286
173632,169,0,288
173634,169,0,289
173636,169,0,290
173638,169,0,291
173644,169,0,294
173646,169,0,295
173648,169,0,296
173650,169,0,297
173652,169,0,298
173654,169,0,299
173660,169,0,302
173666,169,0,305
173668,169,0,306
173670,169,0,307
173684,169,0,314
173686,169,0,315
173688,169,0,316
173696,169,0,320
173702,169,0,323
173704,169,0,324
173708,169,0,326
173710,169,0,327
173712,169,0,328
173714,169,0,329
173716,169,0,330
173718,169,0,331
173720,169,0,332
173724,169,0,334
173726,169,0,335
173728,169,0,336
173732,169,0,338
173734,169,0,339
173736,169,0,340
173796,169,0,370
173798,169,0,371
173804,169,0,374
173806,169,0,375
173808,169,0,376
173810,169,0,377
173812,169,0,378
173814,169,0,379
173816,169,0,380
173818,169,0,381
173820,169,0,382
173822,169,0,383
173826,169,0,385
173834,169,0,389
174502,170,0,211
174504,170,0,212
174506,170,0,213
174586,170,0,253
174588,170,0,254
174600,170,0,260
174602,170,0,261
174604,170,0,262
174606,170,0,263
174608,170,0,264
174610,170,0,265
174612,170,0,266
174614,170,0,267
174616,170,0,268
174620,170,0,270
174640,170,0,280
174642,170,0,281
174644,170,0,282
174646,170,0,283
174650,170,0,285
174656,170,0,288
174658,170,0,289
174660,170,0,290
174662,170,0,291
174668,170,0,294
174670,170,0,295
174672,170,0,296
174674,170,0,297
174678,170,0,299
174680,170,0,300
174686,170,0,303
174690,170,0,305
174692,170,0,306
174694,170,0,307
174696,170,0,308
174698,170,0,309
174700,170,0,310
174702,170,0,311
174704,170,0,312
174706,170,0,313
174708,170,0,314
174710,170,0,315
174712,170,0,316
174714,170,0,317
174716,170,0,318
174718,170,0,319
174728,170,0,324
174730,170,0,325
174732,170,0,326
174734,170,0,327
174736,170,0,328
174738,170,0,329
174740,170,0,330
174742,170,0,331
174744,170,0,332
174748,170,0,334
174750,170,0,335
174752,170,0,336
174756,170,0,338
174758,170,0,339
174760,170,0,340
174762,170,0,341
174764,170,0,342
174766,170,0,343
174768,170,0,344
174770,170,0,345
174876,170,0,398
174878,170,0,399
174880,170,0,400
174926,170,0,423
174928,170,0,424
175626,171,0,261
175628,171,0,262
175630,171,0,263
175632,171,0,264
175634,171,0,265
175636,171,0,266
175658,171,0,277
175660,171,0,278
175664,171,0,280
175666,171,0,281
175668,171,0,282
175676,171,0,286
175680,171,0,288
175682,171,0,289
175684,171,0,290
175686,171,0,291
175690,171,0,293
175692,171,0,294
175694,171,0,295
175696,171,0,296
175700,171,0,298
175702,171,0,299
175706,171,0,301
175714,171,0,305
175716,171,0,306
175724,171,0,310
175726,171,0,311
175728,171,0,312
175730,171,0,313
175732,171,0,314
175734,171,0,315
175736,171,0,316
175738,171,0,317
175740,171,0,318
175742,171,0,319
175744,171,0,320
175750,171,0,323
175752,171,0,324
175754,171,0,325
175756,171,0,326
175758,171,0,327
175764,171,0,330
175766,171,0,331
175768,171,0,332
175800,171,0,348
175802,171,0,349
175818,171,0,357
175838,171,0,367
175840,171,0,368
175852,171,0,374
175892,171,0,394
175894,171,0,395
175896,171,0,396
176600,172,0,236
176602,172,0,237
176636,172,0,254
176638,172,0,255
176640,172,0,256
176642,172,0,257
176716,172,0,294
176718,172,0,295
176720,172,0,296
176732,172,0,302
176734,172,0,303
176738,172,0,305
176742,172,0,307
176744,172,0,308
176752,172,0,312
176754,172,0,313
176756,172,0,314
176758,172,0,315
176768,172,0,320
176770,172,0,321
176774,172,0,323
176776,172,0,324
176778,172,0,325
176780,172,0,326
176782,172,0,327
176786,172,0,329
176788,172,0,330
176790,172,0,331
176792,172,0,332
176794,172,0,333
176796,172,0,334
176798,172,0,335
176800,172,0,336
176804,172,0,338
176806,172,0,339
176808,172,0,340
176824,172,0,348
176826,172,0,349
176972,172,0,422
176974,172,0,423
176976,172,0,424
177634,173,0,241
177636,173,0,242
177638,173,0,243
177678,173,0,263
177680,173,0,264
177724,173,0,286
177726,173,0,287
177730,173,0,289
177732,173,0,290
177734,173,0,291
177736,173,0,292
177738,173,0,293
177740,173,0,294
177742,173,0,295
177744,173,0,296
177746,173,0,297
177748,173,0,298
177750,173,0,299
177752,173,0,300
177754,173,0,301
177756,173,0,302
